Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 2 [21120/49000 (43%)]	Train Loss: 1.661642	Val Loss: 1.641906	Val Acc: 45.0
Train Epoch: 2 [21760/49000 (44%)]	Train Loss: 1.546423	Val Loss: 1.588378	Val Acc: 49.6875
Train Epoch: 2 [22400/49000 (46%)]	Train Loss: 1.487110	Val Loss: 1.580310	Val Acc: 46.25
Train Epoch: 2 [23040/49000 (47%)]	Train Loss: 1.740136	Val Loss: 1.423101	Val Acc: 50.0
Train Epoch: 2 [23680/49000 (48%)]	Train Loss: 1.382800	Val Loss: 1.566101	Val Acc: 47.1875
Train Epoch: 2 [24320/49000 (50%)]	Train Loss: 1.624712	Val Loss: 1.531122	Val Acc: 46.875
Train Epoch: 2 [24960/49000 (51%)]	Train Loss: 1.603649	Val Loss: 1.488495	Val Acc: 48.125
Train Epoch: 2 [25600/49000 (52%)]	Train Loss: 1.705667	Val Loss: 1.367969	Val Acc: 51.875
Train Epoch: 2 [26240/49000 (54%)]	Train Loss: 1.597447	Val Loss: 1.356715	Val Acc: 53.4375
Train Epoch: 2 [26880/49000 (55%)]	Train Loss: 1.695623	Val Loss: 1.457078	Val Acc: 50.0
Train Epoch: 2 [27520/49000 (56%)]	Train Loss: 1.854105	Val Loss: 1.458638	Val Acc: 50.9375
Train Epoch: 2 [28160/49000 (57%)]	Train Loss: 1.695316	Val Loss: 1.635657	Val Acc: 45.9375
Train Epoch: 2 [28800/49000 (59%)]	Train Loss: 1.504876	Val Loss: 1.602484	Val Acc: 48.4375
Train Epoch: 2 [29440/49000 (60%)]	Train Loss: 1.836632	Val Loss: 1.408611	Val Acc: 57.5
Train Epoch: 2 [30080/49000 (61%)]	Train Loss: 1.689967	Val Loss: 1.345298	Val Acc: 54.375
Train Epoch: 2 [30720/49000 (63%)]	Train Loss: 1.677286	Val Loss: 1.451544	Val Acc: 51.875
Train Epoch: 2 [31360/49000 (64%)]	Train Loss: 1.514941	Val Loss: 1.553486	Val Acc: 52.5
Train Epoch: 2 [32000/49000 (65%)]	Train Loss: 1.665692	Val Loss: 1.433401	Val Acc: 51.875
Train Epoch: 2 [32640/49000 (67%)]	Train Loss: 1.441203	Val Loss: 1.410064	Val Acc: 54.0625
Train Epoch: 2 [33280/49000 (68%)]	Train Loss: 1.604393	Val Loss: 1.739516	Val Acc: 43.4375
Train Epoch: 2 [33920/49000 (69%)]	Train Loss: 1.802939	Val Loss: 1.602511	Val Acc: 49.375
Train Epoch: 2 [34560/49000 (70%)]	Train Loss: 1.639528	Val Loss: 1.420629	Val Acc: 52.5
Train Epoch: 2 [35200/49000 (72%)]	Train Loss: 1.433126	Val Loss: 1.307371	Val Acc: 57.8125
Train Epoch: 2 [35840/49000 (73%)]	Train Loss: 1.653466	Val Loss: 1.669751	Val Acc: 48.125
Train Epoch: 2 [36480/49000 (74%)]	Train Loss: 1.596054	Val Loss: 1.371894	Val Acc: 55.9375
Train Epoch: 2 [37120/49000 (76%)]	Train Loss: 1.529479	Val Loss: 1.559340	Val Acc: 46.875
Train Epoch: 2 [37760/49000 (77%)]	Train Loss: 1.649175	Val Loss: 1.504476	Val Acc: 47.5
Train Epoch: 2 [38400/49000 (78%)]	Train Loss: 1.509724	Val Loss: 1.661873	Val Acc: 48.125
Train Epoch: 2 [39040/49000 (80%)]	Train Loss: 1.758695	Val Loss: 1.524004	Val Acc: 53.75
Train Epoch: 2 [39680/49000 (81%)]	Train Loss: 1.525473	Val Loss: 1.598005	Val Acc: 48.4375
Train Epoch: 2 [40320/49000 (82%)]	Train Loss: 1.753613	Val Loss: 1.652168	Val Acc: 45.625
Train Epoch: 2 [40960/49000 (84%)]	Train Loss: 1.476289	Val Loss: 1.456941	Val Acc: 53.125
Train Epoch: 2 [41600/49000 (85%)]	Train Loss: 1.256091	Val Loss: 1.526429	Val Acc: 49.0625
Train Epoch: 2 [42240/49000 (86%)]	Train Loss: 1.657982	Val Loss: 1.481533	Val Acc: 50.0
Train Epoch: 2 [42880/49000 (87%)]	Train Loss: 1.586770	Val Loss: 1.529800	Val Acc: 47.5
Train Epoch: 2 [43520/49000 (89%)]	Train Loss: 1.543997	Val Loss: 1.650951	Val Acc: 46.875
Train Epoch: 2 [44160/49000 (90%)]	Train Loss: 1.400834	Val Loss: 1.591032	Val Acc: 49.375
Train Epoch: 2 [44800/49000 (91%)]	Train Loss: 1.642551	Val Loss: 1.405747	Val Acc: 53.75
Train Epoch: 2 [45440/49000 (93%)]	Train Loss: 1.668676	Val Loss: 1.669330	Val Acc: 47.1875
Train Epoch: 2 [46080/49000 (94%)]	Train Loss: 1.505929	Val Loss: 1.393959	Val Acc: 53.75
Train Epoch: 2 [46720/49000 (95%)]	Train Loss: 1.465770	Val Loss: 1.516772	Val Acc: 48.125
Train Epoch: 2 [47360/49000 (97%)]	Train Loss: 1.696723	Val Loss: 1.476023	Val Acc: 52.5
Train Epoch: 2 [48000/49000 (98%)]	Train Loss: 1.384471	Val Loss: 1.569542	Val Acc: 47.8125
Train Epoch: 2 [48640/49000 (99%)]	Train Loss: 1.428988	Val Loss: 1.551479	Val Acc: 47.8125
Train Epoch: 3 [0/49000 (0%)]	Train Loss: 1.741639	Val Loss: 1.465428	Val Acc: 52.1875
Train Epoch: 3 [640/49000 (1%)]	Train Loss: 1.891539	Val Loss: 1.590582	Val Acc: 46.5625
Train Epoch: 3 [1280/49000 (3%)]	Train Loss: 1.433153	Val Loss: 1.339564	Val Acc: 54.0625
Train Epoch: 3 [1920/49000 (4%)]	Train Loss: 1.617054	Val Loss: 1.429831	Val Acc: 51.875
Train Epoch: 3 [2560/49000 (5%)]	Train Loss: 1.653949	Val Loss: 1.378671	Val Acc: 51.25
Train Epoch: 3 [3200/49000 (7%)]	Train Loss: 1.859001	Val Loss: 1.475436	Val Acc: 51.875
Train Epoch: 3 [3840/49000 (8%)]	Train Loss: 1.191346	Val Loss: 1.419092	Val Acc: 53.4375
Train Epoch: 3 [4480/49000 (9%)]	Train Loss: 1.536623	Val Loss: 1.344637	Val Acc: 54.375
Train Epoch: 3 [5120/49000 (10%)]	Train Loss: 1.473939	Val Loss: 1.589994	Val Acc: 47.8125
Train Epoch: 3 [5760/49000 (12%)]	Train Loss: 1.865102	Val Loss: 1.389126	Val Acc: 50.3125
Train Epoch: 3 [6400/49000 (13%)]	Train Loss: 1.739827	Val Loss: 1.342298	Val Acc: 56.875
Train Epoch: 3 [7040/49000 (14%)]	Train Loss: 1.341870	Val Loss: 1.481800	Val Acc: 51.5625
Train Epoch: 3 [7680/49000 (16%)]	Train Loss: 1.749659	Val Loss: 1.653553	Val Acc: 47.1875
Train Epoch: 3 [8320/49000 (17%)]	Train Loss: 1.586096	Val Loss: 1.486213	Val Acc: 52.1875
Train Epoch: 3 [8960/49000 (18%)]	Train Loss: 1.831609	Val Loss: 1.510946	Val Acc: 52.1875
Train Epoch: 3 [9600/49000 (20%)]	Train Loss: 1.571366	Val Loss: 1.446100	Val Acc: 50.625
Train Epoch: 3 [10240/49000 (21%)]	Train Loss: 1.165796	Val Loss: 1.455781	Val Acc: 49.0625
Train Epoch: 3 [10880/49000 (22%)]	Train Loss: 1.435768	Val Loss: 1.594025	Val Acc: 49.375
Train Epoch: 3 [11520/49000 (23%)]	Train Loss: 1.553195	Val Loss: 1.356826	Val Acc: 54.0625
Train Epoch: 3 [12160/49000 (25%)]	Train Loss: 2.110426	Val Loss: 1.655253	Val Acc: 46.875
Train Epoch: 3 [12800/49000 (26%)]	Train Loss: 1.718976	Val Loss: 1.489525	Val Acc: 50.3125
Train Epoch: 3 [13440/49000 (27%)]	Train Loss: 1.597125	Val Loss: 1.386975	Val Acc: 52.5
Train Epoch: 3 [14080/49000 (29%)]	Train Loss: 1.539123	Val Loss: 1.488924	Val Acc: 51.5625
Train Epoch: 3 [14720/49000 (30%)]	Train Loss: 1.828564	Val Loss: 1.429253	Val Acc: 53.4375
Train Epoch: 3 [15360/49000 (31%)]	Train Loss: 1.508484	Val Loss: 1.348246	Val Acc: 52.5
Train Epoch: 3 [16000/49000 (33%)]	Train Loss: 1.958832	Val Loss: 1.356097	Val Acc: 52.5
Train Epoch: 3 [16640/49000 (34%)]	Train Loss: 1.556568	Val Loss: 1.319122	Val Acc: 58.4375
Train Epoch: 3 [17280/49000 (35%)]	Train Loss: 1.688236	Val Loss: 1.406003	Val Acc: 52.5
Train Epoch: 3 [17920/49000 (37%)]	Train Loss: 1.608792	Val Loss: 1.330769	Val Acc: 54.6875
Train Epoch: 3 [18560/49000 (38%)]	Train Loss: 1.200862	Val Loss: 1.444347	Val Acc: 51.5625
Train Epoch: 3 [19200/49000 (39%)]	Train Loss: 1.704385	Val Loss: 1.588556	Val Acc: 48.4375
Train Epoch: 3 [19840/49000 (40%)]	Train Loss: 1.759758	Val Loss: 1.451300	Val Acc: 51.5625
Train Epoch: 3 [20480/49000 (42%)]	Train Loss: 1.229154	Val Loss: 1.291789	Val Acc: 58.125
Train Epoch: 3 [21120/49000 (43%)]	Train Loss: 1.601887	Val Loss: 1.406665	Val Acc: 54.0625
Train Epoch: 3 [21760/49000 (44%)]	Train Loss: 1.617120	Val Loss: 1.288918	Val Acc: 59.0625
Train Epoch: 3 [22400/49000 (46%)]	Train Loss: 1.533001	Val Loss: 1.468682	Val Acc: 53.125
Train Epoch: 3 [23040/49000 (47%)]	Train Loss: 1.682717	Val Loss: 1.470633	Val Acc: 52.5
Train Epoch: 3 [23680/49000 (48%)]	Train Loss: 1.244299	Val Loss: 1.397281	Val Acc: 52.1875
Train Epoch: 3 [24320/49000 (50%)]	Train Loss: 1.680007	Val Loss: 1.470273	Val Acc: 52.5
Train Epoch: 3 [24960/49000 (51%)]	Train Loss: 1.850547	Val Loss: 1.662758	Val Acc: 49.6875
Train Epoch: 3 [25600/49000 (52%)]	Train Loss: 1.745795	Val Loss: 1.540463	Val Acc: 49.6875
Train Epoch: 3 [26240/49000 (54%)]	Train Loss: 1.538148	Val Loss: 1.445074	Val Acc: 53.125
Train Epoch: 3 [26880/49000 (55%)]	Train Loss: 2.158771	Val Loss: 1.605383	Val Acc: 48.125
Train Epoch: 3 [27520/49000 (56%)]	Train Loss: 1.436841	Val Loss: 1.518689	Val Acc: 50.3125
Train Epoch: 3 [28160/49000 (57%)]	Train Loss: 1.457062	Val Loss: 1.587514	Val Acc: 49.6875
Train Epoch: 3 [28800/49000 (59%)]	Train Loss: 1.405555	Val Loss: 1.551464	Val Acc: 49.6875
Train Epoch: 3 [29440/49000 (60%)]	Train Loss: 1.310525	Val Loss: 1.588416	Val Acc: 50.9375
Train Epoch: 3 [30080/49000 (61%)]	Train Loss: 1.364283	Val Loss: 1.390928	Val Acc: 54.6875
Train Epoch: 3 [30720/49000 (63%)]	Train Loss: 1.186149	Val Loss: 1.386319	Val Acc: 51.25
Train Epoch: 3 [31360/49000 (64%)]	Train Loss: 1.150378	Val Loss: 1.661167	Val Acc: 50.0
Train Epoch: 3 [32000/49000 (65%)]	Train Loss: 1.611035	Val Loss: 1.462637	Val Acc: 49.6875
Train Epoch: 3 [32640/49000 (67%)]	Train Loss: 1.509546	Val Loss: 1.384293	Val Acc: 52.1875
Train Epoch: 3 [33280/49000 (68%)]	Train Loss: 1.735910	Val Loss: 1.437415	Val Acc: 48.4375
Train Epoch: 3 [33920/49000 (69%)]	Train Loss: 1.330715	Val Loss: 1.391527	Val Acc: 57.8125
Train Epoch: 3 [34560/49000 (70%)]	Train Loss: 1.449006	Val Loss: 1.511538	Val Acc: 51.5625
Train Epoch: 3 [35200/49000 (72%)]	Train Loss: 1.639621	Val Loss: 1.436272	Val Acc: 53.125
Train Epoch: 3 [35840/49000 (73%)]	Train Loss: 2.170573	Val Loss: 1.525617	Val Acc: 49.6875
Train Epoch: 3 [36480/49000 (74%)]	Train Loss: 1.655330	Val Loss: 1.577710	Val Acc: 47.5
Train Epoch: 3 [37120/49000 (76%)]	Train Loss: 1.877960	Val Loss: 1.411695	Val Acc: 51.5625
Train Epoch: 3 [37760/49000 (77%)]	Train Loss: 1.526746	Val Loss: 1.609350	Val Acc: 48.75
Train Epoch: 3 [38400/49000 (78%)]	Train Loss: 1.460282	Val Loss: 1.563972	Val Acc: 48.4375
Train Epoch: 3 [39040/49000 (80%)]	Train Loss: 1.290532	Val Loss: 1.522018	Val Acc: 51.5625
Train Epoch: 3 [39680/49000 (81%)]	Train Loss: 1.729228	Val Loss: 1.543509	Val Acc: 49.0625
Train Epoch: 3 [40320/49000 (82%)]	Train Loss: 1.343054	Val Loss: 1.370689	Val Acc: 55.625
Train Epoch: 3 [40960/49000 (84%)]	Train Loss: 1.750533	Val Loss: 1.343728	Val Acc: 53.75
Train Epoch: 3 [41600/49000 (85%)]	Train Loss: 1.422880	Val Loss: 1.585834	Val Acc: 47.1875
Train Epoch: 3 [42240/49000 (86%)]	Train Loss: 2.009820	Val Loss: 1.516949	Val Acc: 53.4375
Train Epoch: 3 [42880/49000 (87%)]	Train Loss: 1.715550	Val Loss: 1.442906	Val Acc: 55.0
Train Epoch: 3 [43520/49000 (89%)]	Train Loss: 1.702985	Val Loss: 1.272286	Val Acc: 57.5
Train Epoch: 3 [44160/49000 (90%)]	Train Loss: 1.509148	Val Loss: 1.442892	Val Acc: 53.75
Train Epoch: 3 [44800/49000 (91%)]	Train Loss: 1.509186	Val Loss: 1.398547	Val Acc: 52.5
Train Epoch: 3 [45440/49000 (93%)]	Train Loss: 1.590325	Val Loss: 1.382464	Val Acc: 55.9375
Train Epoch: 3 [46080/49000 (94%)]	Train Loss: 1.411122	Val Loss: 1.563053	Val Acc: 49.6875
Train Epoch: 3 [46720/49000 (95%)]	Train Loss: 1.572887	Val Loss: 1.345560	Val Acc: 57.5
Train Epoch: 3 [47360/49000 (97%)]	Train Loss: 1.637238	Val Loss: 1.527738	Val Acc: 52.5
Train Epoch: 3 [48000/49000 (98%)]	Train Loss: 1.444954	Val Loss: 1.300970	Val Acc: 56.5625
Train Epoch: 3 [48640/49000 (99%)]	Train Loss: 1.861216	Val Loss: 1.393357	Val Acc: 56.25
Train Epoch: 4 [0/49000 (0%)]	Train Loss: 1.366791	Val Loss: 1.511067	Val Acc: 51.5625
Train Epoch: 4 [640/49000 (1%)]	Train Loss: 1.603759	Val Loss: 1.358908	Val Acc: 54.0625
Train Epoch: 4 [1280/49000 (3%)]	Train Loss: 1.846114	Val Loss: 1.382053	Val Acc: 51.875
Train Epoch: 4 [1920/49000 (4%)]	Train Loss: 1.357495	Val Loss: 1.380041	Val Acc: 55.9375
Train Epoch: 4 [2560/49000 (5%)]	Train Loss: 1.707478	Val Loss: 1.528290	Val Acc: 47.5
Train Epoch: 4 [3200/49000 (7%)]	Train Loss: 1.553938	Val Loss: 1.500523	Val Acc: 49.6875
